image_id,split,class_label,name_cat
2375,test,43,sword lily
2412,test,43,sword lily
2414,test,43,sword lily
2419,test,43,sword lily
2420,test,43,sword lily
2427,test,43,sword lily
2428,test,43,sword lily
2436,test,43,sword lily
1497,test,44,poinsettia
1502,test,44,poinsettia
1503,test,44,poinsettia
1508,test,44,poinsettia
1511,test,44,poinsettia
1519,test,44,poinsettia
1522,test,44,poinsettia
1536,test,44,poinsettia
1576,test,44,poinsettia
1577,test,44,poinsettia
7132,test,45,bolero deep blue
7148,test,45,bolero deep blue
7157,test,45,bolero deep blue
7159,test,45,bolero deep blue
949,test,46,wallflower
950,test,46,wallflower
991,test,46,wallflower
993,test,46,wallflower
1007,test,46,wallflower
1015,test,46,wallflower
1036,test,46,wallflower
1040,test,46,wallflower
1046,test,46,wallflower
1049,test,46,wallflower
1064,test,46,wallflower
1070,test,46,wallflower
1084,test,46,wallflower
1089,test,46,wallflower
1090,test,46,wallflower
1094,test,46,wallflower
1107,test,46,wallflower
1119,test,46,wallflower
1129,test,46,wallflower
4954,test,47,marigold
4960,test,47,marigold
4977,test,47,marigold
4978,test,47,marigold
4980,test,47,marigold
4994,test,47,marigold
5001,test,47,marigold
4635,test,48,buttercup
4637,test,48,buttercup
4640,test,48,buttercup
4652,test,48,buttercup
4658,test,48,buttercup
4670,test,48,buttercup
4687,test,48,buttercup
6201,test,49,oxeye daisy
6205,test,49,oxeye daisy
6206,test,49,oxeye daisy
6220,test,49,oxeye daisy
6222,test,49,oxeye daisy
6310,test,50,common dandelion
6315,test,50,common dandelion
6324,test,50,common dandelion
6332,test,50,common dandelion
6341,test,50,common dandelion
6343,test,50,common dandelion
6541,test,50,common dandelion
6556,test,50,common dandelion
6562,test,50,common dandelion
1348,test,51,petunia
1356,test,51,petunia
1359,test,51,petunia
1367,test,51,petunia
1369,test,51,petunia
1374,test,51,petunia
1397,test,51,petunia
1398,test,51,petunia
1400,test,51,petunia
1410,test,51,petunia
1412,test,51,petunia
1420,test,51,petunia
1422,test,51,petunia
1426,test,51,petunia
1437,test,51,petunia
1454,test,51,petunia
1461,test,51,petunia
1466,test,51,petunia
1479,test,51,petunia
3920,test,51,petunia
3946,test,51,petunia
3949,test,51,petunia
3953,test,51,petunia
3975,test,51,petunia
3976,test,51,petunia
3992,test,51,petunia
4159,test,52,wild pansy
4169,test,52,wild pansy
4171,test,52,wild pansy
4177,test,52,wild pansy
4195,test,52,wild pansy
4202,test,52,wild pansy
4226,test,52,wild pansy
4235,test,52,wild pansy
4239,test,52,wild pansy
3650,test,53,primula
3661,test,53,primula
3671,test,53,primula
3675,test,53,primula
3681,test,53,primula
3683,test,53,primula
3687,test,53,primula
3694,test,53,primula
3706,test,53,primula
3730,test,53,primula
5411,test,54,sunflower
5417,test,54,sunflower
5419,test,54,sunflower
5423,test,54,sunflower
5437,test,54,sunflower
5450,test,54,sunflower
4704,test,55,pelargonium
4706,test,55,pelargonium
4710,test,55,pelargonium
4722,test,55,pelargonium
4724,test,55,pelargonium
4729,test,55,pelargonium
4731,test,55,pelargonium
2755,test,56,bishop of llandaff
2759,test,56,bishop of llandaff
2760,test,56,bishop of llandaff
2761,test,56,bishop of llandaff
2786,test,56,bishop of llandaff
2788,test,56,bishop of llandaff
2797,test,56,bishop of llandaff
2825,test,56,bishop of llandaff
2839,test,56,bishop of llandaff
2852,test,56,bishop of llandaff
2860,test,56,bishop of llandaff
7253,test,57,gaura
7259,test,57,gaura
7262,test,57,gaura
8127,test,57,gaura
8138,test,57,gaura
8139,test,57,gaura
8147,test,57,gaura
2644,test,58,geranium
2646,test,58,geranium
2682,test,58,geranium
2684,test,58,geranium
2700,test,58,geranium
2707,test,58,geranium
2712,test,58,geranium
2716,test,58,geranium
2720,test,58,geranium
2724,test,58,geranium
2733,test,58,geranium
5030,test,59,orange dahlia
5042,test,59,orange dahlia
5045,test,59,orange dahlia
5060,test,59,orange dahlia
5064,test,59,orange dahlia
5084,test,59,orange dahlia
2923,test,60,pink-yellow dahlia
2942,test,60,pink-yellow dahlia
2943,test,60,pink-yellow dahlia
2953,test,60,pink-yellow dahlia
2959,test,60,pink-yellow dahlia
2960,test,60,pink-yellow dahlia
2973,test,60,pink-yellow dahlia
2976,test,60,pink-yellow dahlia
2979,test,60,pink-yellow dahlia
2988,test,60,pink-yellow dahlia
3014,test,60,pink-yellow dahlia
6260,test,61,cautleya spicata
6265,test,61,cautleya spicata
6278,test,61,cautleya spicata
6281,test,61,cautleya spicata
6286,test,61,cautleya spicata
7275,test,62,japanese anemone
7278,test,62,japanese anemone
8152,test,62,japanese anemone
8184,test,62,japanese anemone
8189,test,62,japanese anemone
5851,test,63,black-eyed susan
5855,test,63,black-eyed susan
5868,test,63,black-eyed susan
5873,test,63,black-eyed susan
5889,test,63,black-eyed susan
6117,test,64,silverbush
6118,test,64,silverbush
6121,test,64,silverbush
6124,test,64,silverbush
6147,test,64,silverbush
3215,test,65,californian poppy
3221,test,65,californian poppy
3228,test,65,californian poppy
3239,test,65,californian poppy
3244,test,65,californian poppy
3250,test,65,californian poppy
3256,test,65,californian poppy
3272,test,65,californian poppy
3277,test,65,californian poppy
3278,test,65,californian poppy
5554,test,66,osteospermum
5558,test,66,osteospermum
5568,test,66,osteospermum
5571,test,66,osteospermum
5577,test,66,osteospermum
5581,test,66,osteospermum
7056,test,67,spring crocus
7064,test,67,spring crocus
7073,test,67,spring crocus
7079,test,67,spring crocus
5903,test,68,bearded iris
5919,test,68,bearded iris
5927,test,68,bearded iris
5941,test,68,bearded iris
5951,test,68,bearded iris
5956,test,68,bearded iris
5958,test,69,windflower
5974,test,69,windflower
5984,test,69,windflower
5992,test,69,windflower
6001,test,69,windflower
6006,test,69,windflower
5294,test,70,tree poppy
5298,test,70,tree poppy
5305,test,70,tree poppy
5308,test,70,tree poppy
5313,test,70,tree poppy
5335,test,70,tree poppy
4501,test,71,gazania
4508,test,71,gazania
4515,test,71,gazania
4517,test,71,gazania
4526,test,71,gazania
4530,test,71,gazania
4540,test,71,gazania
4556,test,71,gazania
3549,test,72,azalea
3555,test,72,azalea
3563,test,72,azalea
3572,test,72,azalea
3595,test,72,azalea
3599,test,72,azalea
3607,test,72,azalea
3610,test,72,azalea
3627,test,72,azalea
3639,test,72,azalea
259,test,73,water lily
262,test,73,water lily
285,test,73,water lily
296,test,73,water lily
308,test,73,water lily
322,test,73,water lily
339,test,73,water lily
359,test,73,water lily
361,test,73,water lily
370,test,73,water lily
375,test,73,water lily
398,test,73,water lily
406,test,73,water lily
408,test,73,water lily
414,test,73,water lily
425,test,73,water lily
430,test,73,water lily
431,test,73,water lily
432,test,73,water lily
1144,test,74,rose
1159,test,74,rose
1165,test,74,rose
1172,test,74,rose
1197,test,74,rose
1214,test,74,rose
1224,test,74,rose
1245,test,74,rose
1250,test,74,rose
1251,test,74,rose
1254,test,74,rose
1271,test,74,rose
1285,test,74,rose
1290,test,74,rose
1292,test,74,rose
1300,test,74,rose
1306,test,74,rose
2071,test,75,thorn apple
2073,test,75,thorn apple
2098,test,75,thorn apple
2106,test,75,thorn apple
2115,test,75,thorn apple
2138,test,75,thorn apple
2147,test,75,thorn apple
2153,test,75,thorn apple
2154,test,75,thorn apple
2155,test,75,thorn apple
2157,test,75,thorn apple
2159,test,75,thorn apple
2449,test,76,morning glory
2450,test,76,morning glory
2452,test,76,morning glory
2460,test,76,morning glory
2464,test,76,morning glory
2471,test,76,morning glory
2479,test,76,morning glory
2480,test,76,morning glory
2508,test,76,morning glory
2515,test,76,morning glory
2535,test,76,morning glory
3,test,77,passion flower
14,test,77,passion flower
18,test,77,passion flower
23,test,77,passion flower
25,test,77,passion flower
30,test,77,passion flower
35,test,77,passion flower
69,test,77,passion flower
76,test,77,passion flower
78,test,77,passion flower
83,test,77,passion flower
112,test,77,passion flower
116,test,77,passion flower
119,test,77,passion flower
125,test,77,passion flower
137,test,77,passion flower
156,test,77,passion flower
193,test,77,passion flower
198,test,77,passion flower
205,test,77,passion flower
212,test,77,passion flower
215,test,77,passion flower
218,test,77,passion flower
221,test,77,passion flower
248,test,77,passion flower
1836,test,78,lotus
1846,test,78,lotus
1862,test,78,lotus
1865,test,78,lotus
1867,test,78,lotus
1874,test,78,lotus
1883,test,78,lotus
1886,test,78,lotus
1892,test,78,lotus
1899,test,78,lotus
1916,test,78,lotus
1947,test,78,lotus
1959,test,78,lotus
1963,test,78,lotus
6700,test,79,toad lily
6721,test,79,toad lily
6725,test,79,toad lily
6731,test,79,toad lily
1972,test,80,anthurium
1974,test,80,anthurium
1983,test,80,anthurium
1990,test,80,anthurium
2001,test,80,anthurium
2005,test,80,anthurium
2006,test,80,anthurium
2040,test,80,anthurium
2046,test,80,anthurium
2053,test,80,anthurium
781,test,81,frangipani
788,test,81,frangipani
792,test,81,frangipani
810,test,81,frangipani
811,test,81,frangipani
815,test,81,frangipani
819,test,81,frangipani
823,test,81,frangipani
846,test,81,frangipani
879,test,81,frangipani
901,test,81,frangipani
912,test,81,frangipani
922,test,81,frangipani
932,test,81,frangipani
943,test,81,frangipani
945,test,81,frangipani
946,test,81,frangipani
1595,test,82,clematis
1596,test,82,clematis
1601,test,82,clematis
1606,test,82,clematis
1619,test,82,clematis
1626,test,82,clematis
1633,test,82,clematis
1639,test,82,clematis
1643,test,82,clematis
1663,test,82,clematis
1680,test,82,clematis
1693,test,82,clematis
1725,test,83,hibiscus
1735,test,83,hibiscus
1739,test,83,hibiscus
1740,test,83,hibiscus
1752,test,83,hibiscus
1772,test,83,hibiscus
1774,test,83,hibiscus
1777,test,83,hibiscus
1783,test,83,hibiscus
1798,test,83,hibiscus
1810,test,83,hibiscus
1821,test,83,hibiscus
1824,test,83,hibiscus
2560,test,84,columbine
2561,test,84,columbine
2564,test,84,columbine
2565,test,84,columbine
2588,test,84,columbine
2594,test,84,columbine
2613,test,84,columbine
2638,test,84,columbine
4773,test,85,desert-rose
4776,test,85,desert-rose
4779,test,85,desert-rose
4789,test,85,desert-rose
4790,test,85,desert-rose
4800,test,85,desert-rose
4802,test,85,desert-rose
2878,test,86,tree mallow
2893,test,86,tree mallow
2897,test,86,tree mallow
2898,test,86,tree mallow
2908,test,86,tree mallow
2915,test,86,tree mallow
5473,test,87,magnolia
5475,test,87,magnolia
5479,test,87,magnolia
5484,test,87,magnolia
5494,test,87,magnolia
5512,test,87,magnolia
452,test,88,cyclamen
463,test,88,cyclamen
475,test,88,cyclamen
485,test,88,cyclamen
494,test,88,cyclamen
497,test,88,cyclamen
507,test,88,cyclamen
512,test,88,cyclamen
515,test,88,cyclamen
516,test,88,cyclamen
532,test,88,cyclamen
543,test,88,cyclamen
551,test,88,cyclamen
590,test,88,cyclamen
593,test,88,cyclamen
597,test,88,cyclamen
598,test,89,watercress
600,test,89,watercress
603,test,89,watercress
611,test,89,watercress
629,test,89,watercress
631,test,89,watercress
632,test,89,watercress
640,test,89,watercress
648,test,89,watercress
655,test,89,watercress
664,test,89,watercress
671,test,89,watercress
684,test,89,watercress
702,test,89,watercress
754,test,89,watercress
766,test,89,watercress
767,test,89,watercress
770,test,89,watercress
779,test,89,watercress
4403,test,90,canna lily
4412,test,90,canna lily
4420,test,90,canna lily
4423,test,90,canna lily
4440,test,90,canna lily
4446,test,90,canna lily
4448,test,90,canna lily
4466,test,90,canna lily
4832,test,91,hippeastrum
4834,test,91,hippeastrum
4836,test,91,hippeastrum
4847,test,91,hippeastrum
4885,test,91,hippeastrum
4891,test,91,hippeastrum
4893,test,91,hippeastrum
3039,test,92,bee balm
3051,test,92,bee balm
3053,test,92,bee balm
3054,test,92,bee balm
3062,test,92,bee balm
3068,test,92,bee balm
3070,test,92,bee balm
6012,test,93,ball moss
6021,test,93,ball moss
6028,test,93,ball moss
6047,test,93,ball moss
7312,test,94,foxglove
7345,test,94,foxglove
7356,test,94,foxglove
7372,test,94,foxglove
7378,test,94,foxglove
7380,test,94,foxglove
7381,test,94,foxglove
7383,test,94,foxglove
7400,test,94,foxglove
7404,test,94,foxglove
7409,test,94,foxglove
7413,test,94,foxglove
7415,test,94,foxglove
7447,test,94,foxglove
7454,test,94,foxglove
7460,test,94,foxglove
7506,test,95,bougainvillea
7525,test,95,bougainvillea
7531,test,95,bougainvillea
7533,test,95,bougainvillea
7534,test,95,bougainvillea
7542,test,95,bougainvillea
7557,test,95,bougainvillea
7561,test,95,bougainvillea
7568,test,95,bougainvillea
7579,test,95,bougainvillea
7581,test,95,bougainvillea
7582,test,95,bougainvillea
7591,test,95,bougainvillea
7607,test,96,camellia
7611,test,96,camellia
7622,test,96,camellia
7623,test,96,camellia
7644,test,96,camellia
7650,test,96,camellia
7661,test,96,camellia
7666,test,96,camellia
7684,test,96,camellia
7690,test,97,mallow
7715,test,97,mallow
7723,test,97,mallow
7735,test,97,mallow
7744,test,97,mallow
7745,test,97,mallow
7752,test,98,mexican petunia
7763,test,98,mexican petunia
7777,test,98,mexican petunia
7786,test,98,mexican petunia
7816,test,98,mexican petunia
7817,test,98,mexican petunia
7824,test,98,mexican petunia
7828,test,98,mexican petunia
7842,test,99,bromelia
7850,test,99,bromelia
7863,test,99,bromelia
7869,test,99,bromelia
7871,test,99,bromelia
7874,test,99,bromelia
7885,test,99,bromelia
7903,test,100,blanket flower
7913,test,100,blanket flower
7919,test,100,blanket flower
7923,test,100,blanket flower
7930,test,100,blanket flower
7956,test,101,trumpet creeper
7957,test,101,trumpet creeper
7967,test,101,trumpet creeper
7979,test,101,trumpet creeper
7986,test,101,trumpet creeper
7987,test,101,trumpet creeper
8008,test,102,blackberry lily
8012,test,102,blackberry lily
8023,test,102,blackberry lily
8030,test,102,blackberry lily
8047,test,102,blackberry lily
6734,train,1,pink primrose
6735,train,1,pink primrose
6737,train,1,pink primrose
6738,train,1,pink primrose
6739,train,1,pink primrose
6741,train,1,pink primrose
6743,train,1,pink primrose
6744,train,1,pink primrose
6745,train,1,pink primrose
6746,train,1,pink primrose
6747,train,1,pink primrose
6750,train,1,pink primrose
6751,train,1,pink primrose
6752,train,1,pink primrose
6753,train,1,pink primrose
6755,train,1,pink primrose
6756,train,1,pink primrose
6757,train,1,pink primrose
6758,train,1,pink primrose
6759,train,1,pink primrose
6762,train,1,pink primrose
6763,train,1,pink primrose
6764,train,1,pink primrose
6765,train,1,pink primrose
6766,train,1,pink primrose
6767,train,1,pink primrose
6768,train,1,pink primrose
6769,train,1,pink primrose
6770,train,1,pink primrose
6771,train,1,pink primrose
6772,train,1,pink primrose
6773,train,1,pink primrose
5087,train,2,hard-leaved pocket orchid
5088,train,2,hard-leaved pocket orchid
5089,train,2,hard-leaved pocket orchid
5090,train,2,hard-leaved pocket orchid
5091,train,2,hard-leaved pocket orchid
5092,train,2,hard-leaved pocket orchid
5093,train,2,hard-leaved pocket orchid
5095,train,2,hard-leaved pocket orchid
5097,train,2,hard-leaved pocket orchid
5098,train,2,hard-leaved pocket orchid
5099,train,2,hard-leaved pocket orchid
5102,train,2,hard-leaved pocket orchid
5103,train,2,hard-leaved pocket orchid
5105,train,2,hard-leaved pocket orchid
5106,train,2,hard-leaved pocket orchid
5107,train,2,hard-leaved pocket orchid
5108,train,2,hard-leaved pocket orchid
5109,train,2,hard-leaved pocket orchid
5110,train,2,hard-leaved pocket orchid
5111,train,2,hard-leaved pocket orchid
5113,train,2,hard-leaved pocket orchid
5114,train,2,hard-leaved pocket orchid
5115,train,2,hard-leaved pocket orchid
5116,train,2,hard-leaved pocket orchid
5118,train,2,hard-leaved pocket orchid
5119,train,2,hard-leaved pocket orchid
5121,train,2,hard-leaved pocket orchid
5123,train,2,hard-leaved pocket orchid
5124,train,2,hard-leaved pocket orchid
5125,train,2,hard-leaved pocket orchid
5126,train,2,hard-leaved pocket orchid
5127,train,2,hard-leaved pocket orchid
5128,train,2,hard-leaved pocket orchid
5129,train,2,hard-leaved pocket orchid
5131,train,2,hard-leaved pocket orchid
5132,train,2,hard-leaved pocket orchid
5133,train,2,hard-leaved pocket orchid
5135,train,2,hard-leaved pocket orchid
5136,train,2,hard-leaved pocket orchid
5137,train,2,hard-leaved pocket orchid
5138,train,2,hard-leaved pocket orchid
5139,train,2,hard-leaved pocket orchid
5141,train,2,hard-leaved pocket orchid
5142,train,2,hard-leaved pocket orchid
5143,train,2,hard-leaved pocket orchid
5144,train,2,hard-leaved pocket orchid
5145,train,2,hard-leaved pocket orchid
5146,train,2,hard-leaved pocket orchid
6613,train,3,canterbury bells
6615,train,3,canterbury bells
6617,train,3,canterbury bells
6618,train,3,canterbury bells
6619,train,3,canterbury bells
6620,train,3,canterbury bells
6621,train,3,canterbury bells
6622,train,3,canterbury bells
6623,train,3,canterbury bells
6624,train,3,canterbury bells
6626,train,3,canterbury bells
6627,train,3,canterbury bells
6628,train,3,canterbury bells
6629,train,3,canterbury bells
6630,train,3,canterbury bells
6631,train,3,canterbury bells
6632,train,3,canterbury bells
6633,train,3,canterbury bells
6634,train,3,canterbury bells
6635,train,3,canterbury bells
6636,train,3,canterbury bells
6639,train,3,canterbury bells
6640,train,3,canterbury bells
6641,train,3,canterbury bells
6642,train,3,canterbury bells
6643,train,3,canterbury bells
6644,train,3,canterbury bells
6645,train,3,canterbury bells
6646,train,3,canterbury bells
6647,train,3,canterbury bells
6649,train,3,canterbury bells
6651,train,3,canterbury bells
5630,train,4,sweet pea
5631,train,4,sweet pea
5632,train,4,sweet pea
5633,train,4,sweet pea
5634,train,4,sweet pea
5635,train,4,sweet pea
5636,train,4,sweet pea
5637,train,4,sweet pea
5638,train,4,sweet pea
5640,train,4,sweet pea
5641,train,4,sweet pea
5642,train,4,sweet pea
5643,train,4,sweet pea
5644,train,4,sweet pea
5645,train,4,sweet pea
5646,train,4,sweet pea
5647,train,4,sweet pea
5649,train,4,sweet pea
5650,train,4,sweet pea
5651,train,4,sweet pea
5652,train,4,sweet pea
5654,train,4,sweet pea
5655,train,4,sweet pea
5657,train,4,sweet pea
5659,train,4,sweet pea
5660,train,4,sweet pea
5662,train,4,sweet pea
5663,train,4,sweet pea
5664,train,4,sweet pea
5665,train,4,sweet pea
5666,train,4,sweet pea
5668,train,4,sweet pea
5669,train,4,sweet pea
5670,train,4,sweet pea
5671,train,4,sweet pea
5673,train,4,sweet pea
5674,train,4,sweet pea
5675,train,4,sweet pea
5676,train,4,sweet pea
5677,train,4,sweet pea
5678,train,4,sweet pea
5679,train,4,sweet pea
5680,train,4,sweet pea
5681,train,4,sweet pea
5682,train,4,sweet pea
5147,train,5,english marigold
5148,train,5,english marigold
5149,train,5,english marigold
5151,train,5,english marigold
5153,train,5,english marigold
5154,train,5,english marigold
5155,train,5,english marigold
5156,train,5,english marigold
5158,train,5,english marigold
5159,train,5,english marigold
5160,train,5,english marigold
5161,train,5,english marigold
5162,train,5,english marigold
5164,train,5,english marigold
5165,train,5,english marigold
5166,train,5,english marigold
5167,train,5,english marigold
5168,train,5,english marigold
5169,train,5,english marigold
5171,train,5,english marigold
5173,train,5,english marigold
5174,train,5,english marigold
5175,train,5,english marigold
5176,train,5,english marigold
5177,train,5,english marigold
5179,train,5,english marigold
5180,train,5,english marigold
5181,train,5,english marigold
5182,train,5,english marigold
5183,train,5,english marigold
5185,train,5,english marigold
5186,train,5,english marigold
5187,train,5,english marigold
5188,train,5,english marigold
5189,train,5,english marigold
5191,train,5,english marigold
5192,train,5,english marigold
5193,train,5,english marigold
5194,train,5,english marigold
5195,train,5,english marigold
5196,train,5,english marigold
5197,train,5,english marigold
5198,train,5,english marigold
5199,train,5,english marigold
5200,train,5,english marigold
5203,train,5,english marigold
5204,train,5,english marigold
5205,train,5,english marigold
5207,train,5,english marigold
5208,train,5,english marigold
5210,train,5,english marigold
5211,train,5,english marigold
7162,train,6,tiger lily
7163,train,6,tiger lily
7165,train,6,tiger lily
7166,train,6,tiger lily
7167,train,6,tiger lily
7168,train,6,tiger lily
7170,train,6,tiger lily
7171,train,6,tiger lily
7173,train,6,tiger lily
7174,train,6,tiger lily
7175,train,6,tiger lily
7176,train,6,tiger lily
7178,train,6,tiger lily
7179,train,6,tiger lily
7180,train,6,tiger lily
7182,train,6,tiger lily
7183,train,6,tiger lily
7184,train,6,tiger lily
7186,train,6,tiger lily
7187,train,6,tiger lily
7188,train,6,tiger lily
7189,train,6,tiger lily
7190,train,6,tiger lily
7191,train,6,tiger lily
7192,train,6,tiger lily
7193,train,6,tiger lily
7195,train,6,tiger lily
7196,train,6,tiger lily
7198,train,6,tiger lily
7199,train,6,tiger lily
8105,train,6,tiger lily
8106,train,6,tiger lily
8107,train,6,tiger lily
8109,train,6,tiger lily
8110,train,6,tiger lily
8111,train,6,tiger lily
7200,train,7,moon orchid
7201,train,7,moon orchid
7202,train,7,moon orchid
7203,train,7,moon orchid
7204,train,7,moon orchid
7205,train,7,moon orchid
7206,train,7,moon orchid
7207,train,7,moon orchid
7208,train,7,moon orchid
7209,train,7,moon orchid
7210,train,7,moon orchid
7211,train,7,moon orchid
7212,train,7,moon orchid
7213,train,7,moon orchid
7214,train,7,moon orchid
